strategy,seed,shell_compromise_rate,core_breached,recovery_downtime,compromise_exposure_cost,total_operational_cost,recovery_count,mean_collapse_index,reinfections,mean_gluing_inconsistency
random_e8,22261025,0.30125,1,62.5,19.279999999999998,181.78,25,0.35859216226649354,23,0.26495208667854536
ghost_e8,22261025,0.32625,0,47.5,20.88,68.38,19,0.3148937898591882,17,0.25996615850931454
ghost_d8,22261025,0.32375,0,50.0,20.719999999999985,70.71999999999998,20,0.3166644995879885,18,0.26625203083627547
ghost_random,22261025,0.35625,1,45.0,22.79999999999999,167.79999999999998,18,0.3325399170103317,16,0.2746557277560656
static,22261126,0.96625,1,0.0,61.840000000000046,161.84000000000003,0,0.6842830641754492,0,0.02449145478328695
single_rollback,22261126,0.30625,0,112.5,19.59999999999999,132.1,45,0.43318241001608576,44,0.2867201552421992
random_e8,22261126,0.28125,0,57.5,18.0,75.5,23,0.3509982575197577,22,0.2537876212902516
ghost_e8,22261126,0.36,1,52.5,23.03999999999998,175.53999999999996,21,0.33588158917244093,18,0.2843524861207608
ghost_d8,22261126,0.29625,0,42.5,18.960000000000004,61.46000000000001,17,0.3118564950976834,14,0.26391214935979074
ghost_random,22261126,0.325,0,45.0,20.799999999999994,65.8,18,0.31453195646174587,16,0.27372078501024566
static,22261227,0.96625,1,0.0,61.840000000000046,161.84000000000003,0,0.6839420696216982,0,0.020937294545084358
single_rollback,22261227,0.29375,0,102.5,18.799999999999997,121.3,41,0.42295777379685107,40,0.27192127419804246
random_e8,22261227,0.31,0,70.0,19.84,89.84,28,0.36308023697570413,27,0.26822058899595697
ghost_e8,22261227,0.30375,0,40.0,19.44,59.44,16,0.31363132611252953,12,0.258539688896495
ghost_d8,22261227,0.30375,0,40.0,19.44,59.44,16,0.31363132611252953,12,0.258539688896495
ghost_random,22261227,0.33125,1,52.5,21.199999999999992,173.7,21,0.3151960084802521,20,0.26942965687121506
static,22261328,0.98,1,0.0,62.72000000000004,162.72000000000003,0,0.694483475431913,0,0.026808620784414944
single_rollback,22261328,0.32625,1,117.5,20.879999999999995,238.38,47,0.4458535275996144,46,0.289191799651604
random_e8,22261328,0.28625,1,65.0,18.32,183.32,26,0.3625402289282067,23,0.26103783001564507
ghost_e8,22261328,0.34,0,55.0,21.759999999999998,76.75999999999999,22,0.3201565611129197,21,0.26376102139712376
ghost_d8,22261328,0.32,1,47.5,20.47999999999999,167.98,19,0.3177900436958854,16,0.26541374036745635
ghost_random,22261328,0.3075,0,52.5,19.679999999999993,72.17999999999999,21,0.3020854065076165,19,0.2507068843226513
static,22261429,0.98375,1,0.0,62.96000000000004,162.96000000000004,0,0.6916198824939244,0,0.01841559936384099
single_rollback,22261429,0.28875,0,110.0,18.479999999999997,128.48,44,0.4176228515646963,43,0.26562761718438843
random_e8,22261429,0.27625,0,62.5,17.680000000000007,80.18,25,0.3287067298367522,24,0.2320116080140864
ghost_e8,22261429,0.33875,0,55.0,21.67999999999999,76.67999999999999,22,0.3094012964572459,20,0.25409058816453245
ghost_d8,22261429,0.33875,0,55.0,21.680000000000003,76.68,22,0.31842836433099864,19,0.26208042675376647
ghost_random,22261429,0.355,1,57.5,22.719999999999988,180.21999999999997,23,0.3154890731183802,22,0.2541436733438711
static,22261530,0.985,1,0.0,63.04000000000004,163.04000000000005,0,0.695035124711921,0,0.016119251637049848
single_rollback,22261530,0.29625,0,122.5,18.960000000000004,141.46,49,0.4263909415765152,48,0.26941147377088115
random_e8,22261530,0.2775,0,60.0,17.76,77.76,24,0.3207355106731158,23,0.2342144881436975
ghost_e8,22261530,0.34,1,55.0,21.759999999999994,176.76,22,0.3198944392495848,20,0.27594080603663
ghost_d8,22261530,0.325,0,47.5,20.8,68.3,19,0.32250160301861436,17,0.27521792077515794
ghost_random,22261530,0.37875,1,55.0,24.239999999999984,179.23999999999998,22,0.34958324913309885,21,0.2887938650085907
static,22261631,0.98375,1,0.0,62.96000000000004,162.96000000000004,0,0.6881597773112724,0,0.017219273092023882
single_rollback,22261631,0.2875,0,95.0,18.4,113.4,38,0.41219110368160694,37,0.25805589071983953
random_e8,22261631,0.31125,0,65.0,19.91999999999999,84.91999999999999,26,0.3658541963284509,25,0.26376320302701256
ghost_e8,22261631,0.33375,0,50.0,21.35999999999998,71.35999999999999,20,0.31754364681566044,18,0.26233884000861535
ghost_d8,22261631,0.30625,0,47.5,19.6,67.1,19,0.29944042135140336,17,0.24921042774682697
ghost_random,22261631,0.375,0,55.0,23.99999999999999,78.99999999999999,22,0.34738457945306933,20,0.2925680514636367
static,22261732,0.9825,1,0.0,62.880000000000045,162.88000000000005,0,0.6919935136702481,0,0.014127690889518959
single_rollback,22261732,0.30875,0,117.5,19.759999999999987,137.26,47,0.43192572667445317,46,0.2718659196093927
random_e8,22261732,0.265,0,60.0,16.960000000000008,76.96000000000001,24,0.3435042513058132,22,0.2509638381519639
ghost_e8,22261732,0.33625,0,55.0,21.520000000000003,76.52000000000001,22,0.321209655939971,20,0.28279128916507335
ghost_d8,22261732,0.32875,1,50.0,21.039999999999996,171.04,20,0.31981820279472095,16,0.2742536992858773
ghost_random,22261732,0.32625,1,50.0,20.879999999999995,170.88,20,0.30562049087759835,18,0.24991992107458863
static,22261833,0.98625,0,0.0,63.12000000000005,63.12000000000005,0,0.6930387837344612,0,0.014249633939597264
single_rollback,22261833,0.29125,0,110.0,18.640000000000004,128.64000000000001,44,0.42536691941128824,43,0.27955710746274215
random_e8,22261833,0.275,0,55.0,17.600000000000005,72.60000000000001,22,0.33738485717922595,20,0.24907593657600866
ghost_e8,22261833,0.36,1,45.0,23.039999999999992,168.04,18,0.34402778810636675,15,0.2906185573678836
ghost_d8,22261833,0.28,0,37.5,17.919999999999998,55.42,15,0.2789363586700575,10,0.22140224565886726
ghost_random,22261833,0.35,1,55.0,22.399999999999995,177.39999999999998,22,0.3311356725631445,21,0.2783700504248196
static,22261934,0.97375,1,0.0,62.32000000000004,162.32000000000005,0,0.6856872174993146,0,0.017438421557245218
single_rollback,22261934,0.30875,0,125.0,19.76,144.76,50,0.42972120309580203,49,0.2723655881488702
random_e8,22261934,0.29625,1,70.0,18.960000000000004,188.96,28,0.3550447389690186,27,0.256582695895493
ghost_e8,22261934,0.31375,0,52.5,20.08,72.58,21,0.29611816875291824,19,0.25159139764137306
ghost_d8,22261934,0.31875,1,52.5,20.39999999999999,172.89999999999998,21,0.3218636788792855,19,0.28211992360562566
ghost_random,22261934,0.31,1,47.5,19.83999999999999,167.33999999999997,19,0.30971287931477354,17,0.26671168638441695
static,22262035,0.98125,1,0.0,62.80000000000005,162.80000000000004,0,0.6927152129330304,0,0.016581099917144328
single_rollback,22262035,0.31125,1,112.5,19.91999999999999,232.42,45,0.44071271485970365,44,0.2915128918008816
random_e8,22262035,0.24875,0,52.5,15.92000000000001,68.42000000000002,21,0.31524615884979595,17,0.23823623170052055
ghost_e8,22262035,0.29125,1,47.5,18.640000000000004,166.14,19,0.2951281040645547,17,0.24342029042831664
ghost_d8,22262035,0.33375,1,52.5,21.360000000000003,173.86,21,0.3173855447176863,18,0.2508220003085458
ghost_random,22262035,0.36125,0,52.5,23.119999999999983,75.61999999999998,21,0.33940048403754003,20,0.2838900570202166
static,22262136,0.97125,1,0.0,62.160000000000046,162.16000000000005,0,0.6867161198249265,0,0.019681041815848416
single_rollback,22262136,0.31375,0,112.5,20.079999999999988,132.57999999999998,45,0.4375628068495394,44,0.28400762017714465
random_e8,22262136,0.29875,0,57.5,19.12,76.62,23,0.3475620805100248,21,0.27807076988783824
ghost_e8,22262136,0.3025,0,45.0,19.359999999999992,64.35999999999999,18,0.2997977075940356,15,0.2481091743268899
ghost_d8,22262136,0.3425,1,55.0,21.91999999999998,176.92,22,0.33365791700992,20,0.27046891707005716
ghost_random,22262136,0.34875,1,55.0,22.31999999999998,177.32,22,0.3318296801638902,21,0.285426088758738
static,22262237,0.96625,1,0.0,61.840000000000046,161.84000000000003,0,0.6851578037569389,0,0.020907522056763078
single_rollback,22262237,0.32125,0,125.0,20.55999999999999,145.56,50,0.44641437108598964,49,0.2988967675730872
random_e8,22262237,0.295,1,57.5,18.879999999999992,176.38,23,0.3478964968458316,22,0.25430043885309717
ghost_e8,22262237,0.33,0,45.0,21.11999999999998,66.11999999999998,18,0.33184196401795885,15,0.2849308264292904
ghost_d8,22262237,0.30125,0,47.5,19.279999999999998,66.78,19,0.30537182808734625,15,0.263115539786938
ghost_random,22262237,0.34875,0,50.0,22.319999999999983,72.31999999999998,20,0.3353684999011238,18,0.28437143581992574
static,22262338,0.97125,1,0.0,62.160000000000046,162.16000000000005,0,0.6883144648952316,0,0.020758858869170886
single_rollback,22262338,0.29375,0,105.0,18.799999999999994,123.8,42,0.42594758341216576,41,0.2752751789944525
random_e8,22262338,0.3025,0,60.0,19.359999999999992,79.35999999999999,24,0.36720307587240336,23,0.2712453825387171
ghost_e8,22262338,0.315,1,50.0,20.159999999999982,170.15999999999997,20,0.3175927821846919,18,0.2749214915186219
ghost_d8,22262338,0.31625,1,50.0,20.240000000000002,170.24,20,0.32453823968430584,18,0.27676955296502365
ghost_random,22262338,0.32125,0,47.5,20.559999999999985,68.05999999999999,19,0.3077651853865531,15,0.2670269194306254
static,22262439,0.955,1,0.0,61.12000000000005,161.12000000000006,0,0.6823805720439848,0,0.03595637449992673
single_rollback,22262439,0.295,0,105.0,18.879999999999992,123.88,42,0.42351223616694517,41,0.26934632868623065
random_e8,22262439,0.285,1,57.5,18.239999999999995,175.74,23,0.3397928840821337,21,0.23974467764188137
ghost_e8,22262439,0.37625,1,57.5,24.07999999999999,181.57999999999998,23,0.34507573909934514,22,0.28360422266605245
ghost_d8,22262439,0.345,1,55.0,22.07999999999999,177.07999999999998,22,0.3384126895796397,21,0.27320223865613646
ghost_random,22262439,0.37,0,57.5,23.679999999999993,81.17999999999999,23,0.33468799713897923,22,0.27440313791860904
static,22262540,0.98625,1,0.0,63.12000000000005,163.12000000000006,0,0.6924683114087007,0,0.014811676600148125
single_rollback,22262540,0.2975,1,102.5,19.03999999999999,221.54,41,0.4280698411105368,40,0.28160221803814456
random_e8,22262540,0.27875,0,52.5,17.84,70.34,21,0.344891474946669,19,0.26073506198538915
ghost_e8,22262540,0.36125,1,50.0,23.119999999999983,173.11999999999998,20,0.33198773024190376,17,0.2714949845367286
ghost_d8,22262540,0.35125,1,52.5,22.479999999999986,174.98,21,0.33118708622505827,19,0.2708218088087002
ghost_random,22262540,0.35125,0,50.0,22.47999999999999,72.47999999999999,20,0.31695026471941595,19,0.2586082759052545
static,22262641,0.96875,1,0.0,62.00000000000004,162.00000000000006,0,0.6881709765990636,0,0.019024097308401745
single_rollback,22262641,0.29,0,112.5,18.560000000000002,131.06,45,0.4254285009258101,44,0.2763723175742258
random_e8,22262641,0.32,1,75.0,20.48,195.48000000000002,30,0.38219545581638875,29,0.28139486158099003
ghost_e8,22262641,0.32625,0,45.0,20.87999999999999,65.88,18,0.3096746374356427,17,0.2526399847351754
ghost_d8,22262641,0.30875,1,42.5,19.759999999999987,162.26,17,0.32091893796378407,15,0.26984005906334907
ghost_random,22262641,0.32375,1,55.0,20.71999999999999,175.72,22,0.30166700430602533,20,0.2386524876419692
static,22262742,0.96,1,0.0,61.44000000000004,161.44000000000005,0,0.6792088568748269,0,0.02116224787386435
single_rollback,22262742,0.30375,0,115.0,19.43999999999999,134.44,46,0.42997654943650454,45,0.28460606639128355
random_e8,22262742,0.275,0,57.5,17.600000000000005,75.10000000000001,23,0.34997304950236563,22,0.256325234669903
ghost_e8,22262742,0.33,0,52.5,21.119999999999997,73.62,21,0.3203672795540472,20,0.2808606161913992
ghost_d8,22262742,0.325,0,47.5,20.799999999999994,68.3,19,0.33004355394268514,17,0.2924453594432201
ghost_random,22262742,0.3,0,47.5,19.2,66.7,19,0.2980555368530257,17,0.26447073686184214
static,22262843,0.9625,1,0.0,61.600000000000044,161.60000000000005,0,0.6869275759916078,0,0.030187547817564324
single_rollback,22262843,0.29,0,102.5,18.559999999999995,121.06,41,0.4207111824028459,40,0.26441592584822937
random_e8,22262843,0.29875,0,60.0,19.120000000000005,79.12,24,0.3587740451269241,23,0.2632256873884122
ghost_e8,22262843,0.33,1,45.0,21.119999999999987,166.12,18,0.3265550029604104,14,0.27341864663370996
ghost_d8,22262843,0.345,1,52.5,22.079999999999995,174.57999999999998,21,0.3310525031666679,19,0.2699572601351265
ghost_random,22262843,0.36,1,55.0,23.039999999999978,178.03999999999996,22,0.340695530074268,20,0.28319977973613203
static,22262944,0.9725,1,0.0,62.240000000000045,162.24000000000004,0,0.6888117357401649,0,0.024254136246912396
single_rollback,22262944,0.31375,0,117.5,20.079999999999995,137.57999999999998,47,0.4385380376667625,46,0.28626736069018394
random_e8,22262944,0.28875,0,60.0,18.48,78.48,24,0.3569582590884525,23,0.2625574943914835
ghost_e8,22262944,0.32625,0,50.0,20.879999999999995,70.88,20,0.3138547924123912,19,0.26287630536233136
ghost_d8,22262944,0.32375,0,47.5,20.719999999999995,68.22,19,0.32123180795261796,18,0.2716486551616936
ghost_random,22262944,0.3275,1,45.0,20.959999999999994,165.95999999999998,18,0.32117460623994804,17,0.27152425407380093
static,22263045,0.97625,1,0.0,62.48000000000005,162.48000000000005,0,0.684978269850152,0,0.019438659134678734
single_rollback,22263045,0.29,0,97.5,18.560000000000002,116.06,39,0.41574979913353466,38,0.26433991855094585
random_e8,22263045,0.28375,0,67.5,18.159999999999997,85.66,27,0.3537089354424709,24,0.252164434738278
ghost_e8,22263045,0.32,0,47.5,20.479999999999993,67.97999999999999,19,0.3086889372270932,16,0.2574573187098842
ghost_d8,22263045,0.3325,0,52.5,21.279999999999987,73.77999999999999,21,0.3168712564818788,20,0.26687031564303765
ghost_random,22263045,0.325,1,47.5,20.8,168.3,19,0.31453901905022347,18,0.2629399025247258
static,22263146,0.95625,1,0.0,61.200000000000045,161.20000000000005,0,0.6808974888271496,0,0.027864608440094862
single_rollback,22263146,0.29375,1,107.5,18.799999999999997,226.3,43,0.4219532187051696,42,0.26877543690330785
random_e8,22263146,0.27125,0,52.5,17.360000000000003,69.86,21,0.34144078799126876,20,0.2505007793867346
ghost_e8,22263146,0.32125,0,47.5,20.55999999999999,68.05999999999999,19,0.3129157763449827,17,0.2521806964587369
ghost_d8,22263146,0.31875,0,52.5,20.4,72.9,21,0.31586265920603074,19,0.26559125867796207
ghost_random,22263146,0.345,1,52.5,22.079999999999984,174.57999999999998,21,0.32001179798805646,19,0.2605268286983671
static,22263247,0.97625,0,0.0,62.48000000000005,62.48000000000005,0,0.6917180281482991,0,0.028341806577681164
single_rollback,22263247,0.28875,1,105.0,18.47999999999999,223.48,42,0.4203072081839877,41,0.2684639359785482
random_e8,22263247,0.28375,0,60.0,18.16,78.16,24,0.3482033063781555,23,0.26290695426940863
ghost_e8,22263247,0.365,1,60.0,23.359999999999992,183.35999999999999,24,0.3289311618154845,22,0.25990099277154444
ghost_d8,22263247,0.3525,1,55.0,22.559999999999988,177.56,22,0.3223585207810074,20,0.25109895840086666
ghost_random,22263247,0.32375,1,47.5,20.719999999999995,168.22,19,0.3137161630255274,17,0.2648481610618424
static,22263348,0.97375,1,0.0,62.32000000000004,162.32000000000005,0,0.6923641883810463,0,0.02535218035626321
single_rollback,22263348,0.29125,0,112.5,18.639999999999986,131.14,45,0.4253645483242683,43,0.2725648275494741
random_e8,22263348,0.28,1,62.5,17.920000000000005,180.42000000000002,25,0.352265900767645,23,0.24456725126977108
ghost_e8,22263348,0.32375,0,50.0,20.720000000000002,70.72,20,0.3038943678508685,17,0.24972671139212133
ghost_d8,22263348,0.27,0,42.5,17.280000000000005,59.78,17,0.2850821465078634,13,0.24271428933270933
ghost_random,22263348,0.32375,0,50.0,20.719999999999995,70.72,20,0.3121421296529973,17,0.2624654135599319
static,22263449,0.9725,1,0.0,62.240000000000045,162.24000000000004,0,0.6917188924185149,0,0.0302336062099441
single_rollback,22263449,0.3025,0,105.0,19.36,124.36,42,0.43197873535888853,41,0.282523865559077
random_e8,22263449,0.275,0,57.5,17.600000000000005,75.10000000000001,23,0.32702797007408796,22,0.2405676378816559
ghost_e8,22263449,0.32,0,47.5,20.47999999999999,67.97999999999999,19,0.31002283336185166,16,0.26441821732333964
ghost_d8,22263449,0.32875,0,50.0,21.04,71.03999999999999,20,0.32414656166809136,17,0.2751874877961978
ghost_random,22263449,0.31375,0,50.0,20.079999999999995,70.08,20,0.3078920359159451,17,0.2666982284037505
static,22263550,0.98625,1,0.0,63.12000000000005,163.12000000000006,0,0.6905417303810754,0,0.008321138655054882
single_rollback,22263550,0.31875,0,122.5,20.39999999999999,142.89999999999998,49,0.4400912217791809,48,0.28765170648616417
random_e8,22263550,0.2875,1,57.5,18.399999999999995,175.89999999999998,23,0.3538286676307696,22,0.25570553579084104
ghost_e8,22263550,0.35875,0,55.0,22.959999999999987,77.95999999999998,22,0.32763628574794046,21,0.28457374226709875
ghost_d8,22263550,0.33125,0,47.5,21.19999999999999,68.69999999999999,19,0.3204364436940142,17,0.26730579198120524
ghost_random,22263550,0.35875,0,55.0,22.959999999999994,77.96,22,0.3320674898840858,21,0.2717071399612403
static,22263651,0.98875,1,0.0,63.280000000000044,163.28000000000003,0,0.6966756946342889,0,0.01592850652201627
single_rollback,22263651,0.31125,0,137.5,19.91999999999999,157.42,55,0.4362101756696663,54,0.27783896271671105
random_e8,22263651,0.285,0,60.0,18.240000000000002,78.24000000000001,24,0.345754011068882,22,0.2507868807837952
ghost_e8,22263651,0.335,0,47.5,21.439999999999984,68.93999999999998,19,0.32418459400992183,15,0.26820047571639366
ghost_d8,22263651,0.34875,1,42.5,22.320000000000004,164.82,17,0.3448045309060604,14,0.2870909837963099
ghost_random,22263651,0.34875,0,57.5,22.319999999999983,79.81999999999998,23,0.3246601498292674,21,0.26700846166080544
static,22263752,0.98625,1,0.0,63.12000000000005,163.12000000000006,0,0.6912827251246609,0,0.013861966349392883
single_rollback,22263752,0.30375,0,105.0,19.43999999999999,124.44,42,0.43001497232697866,41,0.2802035545085713
random_e8,22263752,0.2775,1,62.5,17.76000000000001,180.26,25,0.33979677928346336,23,0.259563039015513
ghost_e8,22263752,0.33875,1,55.0,21.679999999999986,176.67999999999998,22,0.32920480716673695,19,0.2696965308365148
ghost_d8,22263752,0.3375,1,52.5,21.59999999999999,174.1,21,0.31716774744333864,19,0.2530909456948809
ghost_random,22263752,0.35625,0,55.0,22.79999999999999,77.79999999999998,22,0.3256354976456348,20,0.270036377295489
static,22263853,0.96875,1,0.0,62.00000000000004,162.00000000000006,0,0.6833074925386036,0,0.024983020671932678
single_rollback,22263853,0.31625,0,110.0,20.23999999999999,130.23999999999998,44,0.4361168933094235,43,0.28508132647018625
random_e8,22263853,0.29375,0,60.0,18.8,78.8,24,0.346858492536388,23,0.25604064727317555
ghost_e8,22263853,0.3375,1,55.0,21.59999999999999,176.6,22,0.32181055389548413,20,0.2729045350808026
ghost_d8,22263853,0.2775,0,47.5,17.760000000000005,65.26,19,0.2852396834576039,17,0.236925766683316
ghost_random,22263853,0.36,1,60.0,23.039999999999992,183.04,24,0.32297486174868034,22,0.2514398805420079
static,22263954,0.97,1,0.0,62.08000000000004,162.08000000000004,0,0.686882401835926,0,0.0198822928832726
single_rollback,22263954,0.295,0,100.0,18.88,118.88,40,0.4281675996371369,39,0.2822509362185791
random_e8,22263954,0.28125,1,57.5,18.000000000000004,175.5,23,0.34483618832125645,22,0.2501318827638777
ghost_e8,22263954,0.3475,1,52.5,22.239999999999995,174.74,21,0.3285165540633039,20,0.27551142708363563
ghost_d8,22263954,0.3375,0,50.0,21.599999999999984,71.59999999999998,20,0.33256265639853394,19,0.27796347956709355
ghost_random,22263954,0.3325,0,50.0,21.279999999999998,71.28,20,0.31796865540931374,19,0.2711654777932949
static,22264055,0.9575,1,0.0,61.280000000000044,161.28000000000003,0,0.6832764571936615,0,0.02522587019191154
single_rollback,22264055,0.29875,0,112.5,19.119999999999997,131.62,45,0.42692000624831794,44,0.2696985574758895
random_e8,22264055,0.2975,0,67.5,19.039999999999992,86.53999999999999,27,0.36317511294245947,26,0.2701411127613085
ghost_e8,22264055,0.3325,0,50.0,21.27999999999998,71.27999999999997,20,0.3188269542509735,17,0.2691433935405669
ghost_d8,22264055,0.34125,0,52.5,21.839999999999996,74.34,21,0.3329939646947891,20,0.28588005575215797
ghost_random,22264055,0.325,1,52.5,20.79999999999999,173.29999999999998,21,0.31603542698471754,19,0.26772105247700173
static,22264156,0.97875,1,0.0,62.64000000000004,162.64000000000004,0,0.6913820360825226,0,0.019565779882370505
single_rollback,22264156,0.3025,0,107.5,19.36,126.86,43,0.42974858373915936,42,0.275712109684469
random_e8,22264156,0.29,0,60.0,18.56,78.56,24,0.3531142028271422,23,0.2501639728778347
ghost_e8,22264156,0.35625,1,55.0,22.799999999999986,177.79999999999998,22,0.33493862517022,21,0.2789241769106171
ghost_d8,22264156,0.34625,0,55.0,22.15999999999998,77.15999999999998,22,0.34472713112869313,19,0.2897290258874461
ghost_random,22264156,0.3175,0,50.0,20.319999999999997,70.32,20,0.30748637635260656,18,0.2675483597755178
static,22264257,0.97875,1,0.0,62.64000000000004,162.64000000000004,0,0.6924223777995775,0,0.028045927117932114
single_rollback,22264257,0.3125,0,110.0,19.99999999999999,130.0,44,0.4362089842389065,43,0.2835467470978218
random_e8,22264257,0.2675,0,60.0,17.120000000000005,77.12,24,0.3324924344435566,22,0.25012789151274273
ghost_e8,22264257,0.36625,0,55.0,23.43999999999999,78.44,22,0.3286486940255273,20,0.27879371571833766
ghost_d8,22264257,0.3025,1,52.5,19.36,171.86,21,0.3129324547417507,18,0.2664241745870262
ghost_random,22264257,0.3425,0,52.5,21.919999999999995,74.41999999999999,21,0.3186247875455822,20,0.2827824868066544
static,22264358,0.95875,1,0.0,61.36000000000005,161.36000000000004,0,0.6881127579521146,0,0.04227273796640072
single_rollback,22264358,0.29375,1,105.0,18.799999999999997,223.8,42,0.4251598367904553,41,0.27470648084305366
random_e8,22264358,0.27625,1,62.5,17.680000000000003,180.18,25,0.3465546056910781,24,0.25144292734533147
ghost_e8,22264358,0.30875,1,50.0,19.759999999999998,169.76,20,0.2893451125931323,19,0.24841299111143658
ghost_d8,22264358,0.315,0,45.0,20.16,65.16,18,0.31643357553615226,16,0.26551777194980014
ghost_random,22264358,0.32,0,40.0,20.479999999999997,60.48,16,0.3092272382732043,13,0.2574888209088544
static,22264459,0.97375,1,0.0,62.32000000000004,162.32000000000005,0,0.6922840077260055,0,0.02669772237585336
single_rollback,22264459,0.29625,1,115.0,18.959999999999994,233.95999999999998,46,0.4286008138100549,45,0.2771098615283232
random_e8,22264459,0.26375,1,70.0,16.880000000000006,186.88,28,0.3389929608797988,27,0.24472446799880973
ghost_e8,22264459,0.3425,0,52.5,21.91999999999999,74.41999999999999,21,0.32559628903824445,20,0.2818655034725098
ghost_d8,22264459,0.34625,1,55.0,22.15999999999999,177.16,22,0.334837669323006,21,0.2897206639867108
ghost_random,22264459,0.35,1,50.0,22.399999999999995,172.39999999999998,20,0.32430521178987026,17,0.2574133610396418
static,22264560,0.97375,1,0.0,62.32000000000004,162.32000000000005,0,0.6875896412411273,0,0.018869440790495264
single_rollback,22264560,0.28875,1,100.0,18.48,218.48000000000002,40,0.41848528747252556,39,0.26378671429529904
random_e8,22264560,0.2825,0,55.0,18.08,73.08,22,0.3276115358910011,18,0.2391606560005938
ghost_e8,22264560,0.32875,0,50.0,21.03999999999998,71.03999999999998,20,0.3176491002655908,17,0.2542524648114287
ghost_d8,22264560,0.33875,0,45.0,21.67999999999999,66.67999999999999,18,0.322679216545829,16,0.2636759990397778
ghost_random,22264560,0.3225,0,55.0,20.63999999999999,75.63999999999999,22,0.31324155803896436,20,0.27357357838130747
static,22264661,0.9725,1,0.0,62.240000000000045,162.24000000000004,0,0.6913078172399723,0,0.029901349239235354
single_rollback,22264661,0.27125,0,92.5,17.360000000000003,109.86,37,0.40829959826564355,36,0.2559952987847276
random_e8,22264661,0.265,1,57.5,16.960000000000004,174.46,23,0.339282473222595,21,0.23981054493559767
ghost_e8,22264661,0.32625,0,45.0,20.879999999999995,65.88,18,0.314431661221058,14,0.2573724045217153
ghost_d8,22264661,0.3075,1,45.0,19.679999999999986,164.67999999999998,18,0.31532506316308095,14,0.2568537364445047
ghost_random,22264661,0.33375,1,52.5,21.360000000000003,173.86,21,0.30907434785677607,19,0.25927220165841175
